agent,task_id,success
meta-llama__Llama-2-70b-hf,7030,1.0
meta-llama__Llama-2-70b-hf,7031,1.0
meta-llama__Llama-2-70b-hf,7032,1.0
meta-llama__Llama-2-70b-hf,7033,1.0
meta-llama__Llama-2-70b-hf,7034,1.0
meta-llama__Llama-2-70b-hf,7035,1.0
meta-llama__Llama-2-70b-hf,7036,1.0
meta-llama__Llama-2-70b-hf,7037,0.0
meta-llama__Llama-2-70b-hf,7038,1.0
meta-llama__Llama-2-70b-hf,7039,1.0
meta-llama__Llama-2-70b-hf,7040,1.0
meta-llama__Llama-2-70b-hf,7041,1.0
meta-llama__Llama-2-70b-hf,7042,1.0
meta-llama__Llama-2-70b-hf,7043,1.0
meta-llama__Llama-2-70b-hf,7044,0.0
meta-llama__Llama-2-70b-hf,7045,1.0
meta-llama__Llama-2-70b-hf,7046,1.0
meta-llama__Llama-2-70b-hf,7047,0.0
meta-llama__Llama-2-70b-hf,7048,1.0
meta-llama__Llama-2-70b-hf,7049,1.0
meta-llama__Llama-2-70b-hf,7050,1.0
meta-llama__Llama-2-70b-hf,7051,1.0
meta-llama__Llama-2-70b-hf,7052,1.0
meta-llama__Llama-2-70b-hf,7053,1.0
meta-llama__Llama-2-70b-hf,7054,1.0
meta-llama__Llama-2-70b-hf,7055,1.0
meta-llama__Llama-2-70b-hf,7056,1.0
meta-llama__Llama-2-70b-hf,7057,1.0
meta-llama__Llama-2-70b-hf,7058,1.0
meta-llama__Llama-2-70b-hf,7059,1.0
meta-llama__Llama-2-70b-hf,7060,1.0
meta-llama__Llama-2-70b-hf,7061,1.0
meta-llama__Llama-2-70b-hf,7062,0.0
meta-llama__Llama-2-70b-hf,7063,1.0
meta-llama__Llama-2-70b-hf,7064,0.0
meta-llama__Llama-2-70b-hf,7065,1.0
meta-llama__Llama-2-70b-hf,7066,1.0
meta-llama__Llama-2-70b-hf,7067,1.0
meta-llama__Llama-2-70b-hf,7068,1.0
meta-llama__Llama-2-70b-hf,7069,0.0
meta-llama__Llama-2-70b-hf,7070,1.0
meta-llama__Llama-2-70b-hf,7071,0.0
meta-llama__Llama-2-70b-hf,7072,1.0
meta-llama__Llama-2-70b-hf,7073,1.0
meta-llama__Llama-2-70b-hf,7074,1.0
meta-llama__Llama-2-70b-hf,7075,1.0
meta-llama__Llama-2-70b-hf,7076,1.0
meta-llama__Llama-2-70b-hf,7077,1.0
meta-llama__Llama-2-70b-hf,7078,1.0
meta-llama__Llama-2-70b-hf,7079,1.0
meta-llama__Llama-2-70b-hf,7080,0.0
meta-llama__Llama-2-70b-hf,7081,1.0
meta-llama__Llama-2-70b-hf,7082,1.0
meta-llama__Llama-2-70b-hf,7083,0.0
meta-llama__Llama-2-70b-hf,7084,1.0
meta-llama__Llama-2-70b-hf,7085,1.0
meta-llama__Llama-2-70b-hf,7086,1.0
meta-llama__Llama-2-70b-hf,7087,1.0
meta-llama__Llama-2-70b-hf,7088,1.0
meta-llama__Llama-2-70b-hf,7089,1.0
meta-llama__Llama-2-70b-hf,7090,1.0
meta-llama__Llama-2-70b-hf,7091,1.0
meta-llama__Llama-2-70b-hf,7092,1.0
meta-llama__Llama-2-70b-hf,7093,1.0
meta-llama__Llama-2-70b-hf,7094,1.0
meta-llama__Llama-2-70b-hf,7095,1.0
meta-llama__Llama-2-70b-hf,7096,1.0
meta-llama__Llama-2-70b-hf,7097,1.0
meta-llama__Llama-2-70b-hf,7098,1.0
meta-llama__Llama-2-70b-hf,7099,1.0
meta-llama__Llama-2-70b-hf,7100,0.0
meta-llama__Llama-2-70b-hf,7101,1.0
meta-llama__Llama-2-70b-hf,7102,1.0
meta-llama__Llama-2-70b-hf,7103,1.0
meta-llama__Llama-2-70b-hf,7104,1.0
meta-llama__Llama-2-70b-hf,7105,1.0
meta-llama__Llama-2-70b-hf,7106,1.0
meta-llama__Llama-2-70b-hf,7107,1.0
meta-llama__Llama-2-70b-hf,7108,1.0
meta-llama__Llama-2-70b-hf,7109,1.0
meta-llama__Llama-2-70b-hf,7110,1.0
meta-llama__Llama-2-70b-hf,7111,1.0
meta-llama__Llama-2-70b-hf,7112,1.0
meta-llama__Llama-2-70b-hf,7113,1.0
meta-llama__Llama-2-70b-hf,7114,1.0
meta-llama__Llama-2-70b-hf,7115,1.0
meta-llama__Llama-2-70b-hf,7116,1.0
meta-llama__Llama-2-70b-hf,7117,1.0
meta-llama__Llama-2-70b-hf,7118,1.0
meta-llama__Llama-2-70b-hf,7119,1.0
meta-llama__Llama-2-70b-hf,7120,1.0
meta-llama__Llama-2-70b-hf,7121,1.0
meta-llama__Llama-2-70b-hf,7122,1.0
meta-llama__Llama-2-70b-hf,7123,1.0
meta-llama__Llama-2-70b-hf,7124,1.0
meta-llama__Llama-2-70b-hf,7125,1.0
meta-llama__Llama-2-70b-hf,7126,1.0
meta-llama__Llama-2-70b-hf,7127,0.0
meta-llama__Llama-2-70b-hf,7128,1.0
meta-llama__Llama-2-70b-hf,7129,1.0
meta-llama__Llama-2-70b-hf,7130,1.0
meta-llama__Llama-2-70b-hf,7131,1.0
meta-llama__Llama-2-70b-hf,7132,1.0
meta-llama__Llama-2-70b-hf,7133,0.0
meta-llama__Llama-2-70b-hf,7134,1.0
meta-llama__Llama-2-70b-hf,7135,1.0
meta-llama__Llama-2-70b-hf,7136,1.0
meta-llama__Llama-2-70b-hf,7137,1.0
meta-llama__Llama-2-70b-hf,7138,1.0
meta-llama__Llama-2-70b-hf,7139,1.0
meta-llama__Llama-2-70b-hf,7140,1.0
meta-llama__Llama-2-70b-hf,7141,1.0
meta-llama__Llama-2-70b-hf,7142,1.0
meta-llama__Llama-2-70b-hf,7143,0.0
meta-llama__Llama-2-70b-hf,7144,1.0
meta-llama__Llama-2-70b-hf,7145,1.0
meta-llama__Llama-2-70b-hf,7146,1.0
meta-llama__Llama-2-70b-hf,7147,1.0
meta-llama__Llama-2-70b-hf,7148,1.0
meta-llama__Llama-2-70b-hf,7149,0.0
meta-llama__Llama-2-70b-hf,7150,1.0
meta-llama__Llama-2-70b-hf,7151,1.0
meta-llama__Llama-2-70b-hf,7152,1.0
meta-llama__Llama-2-70b-hf,7153,0.0
meta-llama__Llama-2-70b-hf,7154,1.0
meta-llama__Llama-2-70b-hf,7155,0.0
meta-llama__Llama-2-70b-hf,7156,1.0
meta-llama__Llama-2-70b-hf,7157,1.0
meta-llama__Llama-2-70b-hf,7158,1.0
meta-llama__Llama-2-70b-hf,7159,0.0
meta-llama__Llama-2-70b-hf,7160,1.0
meta-llama__Llama-2-70b-hf,7161,1.0
meta-llama__Llama-2-70b-hf,7162,1.0
meta-llama__Llama-2-70b-hf,7163,0.0
meta-llama__Llama-2-70b-hf,7164,1.0
meta-llama__Llama-2-70b-hf,7165,1.0
meta-llama__Llama-2-70b-hf,7166,1.0
meta-llama__Llama-2-70b-hf,7167,1.0
meta-llama__Llama-2-70b-hf,7168,1.0
meta-llama__Llama-2-70b-hf,7169,1.0
meta-llama__Llama-2-70b-hf,7170,1.0
meta-llama__Llama-2-70b-hf,7171,1.0
meta-llama__Llama-2-70b-hf,7172,0.0
meta-llama__Llama-2-70b-hf,7173,1.0
meta-llama__Llama-2-70b-hf,7174,1.0
meta-llama__Llama-2-70b-hf,7175,1.0
meta-llama__Llama-2-70b-hf,7176,1.0
meta-llama__Llama-2-70b-hf,7177,1.0
meta-llama__Llama-2-70b-hf,7178,1.0
meta-llama__Llama-2-70b-hf,7179,1.0
meta-llama__Llama-2-70b-hf,7180,1.0
meta-llama__Llama-2-70b-hf,7181,1.0
meta-llama__Llama-2-70b-hf,7182,1.0
meta-llama__Llama-2-70b-hf,7183,1.0
meta-llama__Llama-2-70b-hf,7184,1.0
meta-llama__Llama-2-70b-hf,7185,1.0
meta-llama__Llama-2-70b-hf,7186,1.0
meta-llama__Llama-2-70b-hf,7187,1.0
meta-llama__Llama-2-70b-hf,7188,1.0
meta-llama__Llama-2-70b-hf,7189,1.0
meta-llama__Llama-2-70b-hf,7190,1.0
meta-llama__Llama-2-70b-hf,7191,1.0
meta-llama__Llama-2-70b-hf,7192,1.0
meta-llama__Llama-2-70b-hf,7193,1.0
meta-llama__Llama-2-70b-hf,7194,1.0
meta-llama__Llama-2-70b-hf,7195,1.0
meta-llama__Llama-2-70b-hf,7196,1.0
meta-llama__Llama-2-70b-hf,7197,1.0
meta-llama__Llama-2-70b-hf,7198,1.0
meta-llama__Llama-2-70b-hf,7199,1.0
meta-llama__Llama-2-70b-hf,7200,1.0
meta-llama__Llama-2-70b-hf,7201,0.0
meta-llama__Llama-2-70b-hf,7202,1.0
meta-llama__Llama-2-70b-hf,7203,0.0
meta-llama__Llama-2-70b-hf,7204,1.0
meta-llama__Llama-2-70b-hf,7205,1.0
meta-llama__Llama-2-70b-hf,7206,0.0
meta-llama__Llama-2-70b-hf,7207,1.0
meta-llama__Llama-2-70b-hf,7208,1.0
meta-llama__Llama-2-70b-hf,7209,1.0
meta-llama__Llama-2-70b-hf,7210,1.0
meta-llama__Llama-2-70b-hf,7211,1.0
meta-llama__Llama-2-70b-hf,7212,1.0
meta-llama__Llama-2-70b-hf,7213,1.0
meta-llama__Llama-2-70b-hf,7214,1.0
meta-llama__Llama-2-70b-hf,7215,1.0
meta-llama__Llama-2-70b-hf,7216,1.0
meta-llama__Llama-2-70b-hf,7217,1.0
meta-llama__Llama-2-70b-hf,7218,1.0
meta-llama__Llama-2-70b-hf,7219,1.0
meta-llama__Llama-2-70b-hf,7220,0.0
meta-llama__Llama-2-70b-hf,7221,1.0
meta-llama__Llama-2-70b-hf,7222,1.0
meta-llama__Llama-2-70b-hf,7223,1.0
meta-llama__Llama-2-70b-hf,7224,1.0
meta-llama__Llama-2-70b-hf,7225,0.0
meta-llama__Llama-2-70b-hf,7226,1.0
meta-llama__Llama-2-70b-hf,7227,1.0
meta-llama__Llama-2-70b-hf,7228,1.0
meta-llama__Llama-2-70b-hf,7229,1.0
meta-llama__Llama-2-70b-hf,7230,1.0
meta-llama__Llama-2-70b-hf,7231,1.0
meta-llama__Llama-2-70b-hf,7232,1.0
meta-llama__Llama-2-70b-hf,7233,1.0
meta-llama__Llama-2-70b-hf,7234,1.0
meta-llama__Llama-2-70b-hf,7235,1.0
meta-llama__Llama-2-70b-hf,7236,1.0
meta-llama__Llama-2-70b-hf,7237,0.0
meta-llama__Llama-2-70b-hf,7238,1.0
meta-llama__Llama-2-70b-hf,7239,1.0
meta-llama__Llama-2-70b-hf,7240,1.0
meta-llama__Llama-2-70b-hf,7241,1.0
meta-llama__Llama-2-70b-hf,7242,1.0
meta-llama__Llama-2-70b-hf,7243,1.0
meta-llama__Llama-2-70b-hf,7244,1.0
meta-llama__Llama-2-70b-hf,7245,1.0
meta-llama__Llama-2-70b-hf,7246,1.0
meta-llama__Llama-2-70b-hf,7247,1.0
meta-llama__Llama-2-70b-hf,7248,1.0
meta-llama__Llama-2-70b-hf,7249,1.0
meta-llama__Llama-2-70b-hf,7250,1.0
meta-llama__Llama-2-70b-hf,7251,1.0
meta-llama__Llama-2-70b-hf,7252,1.0
meta-llama__Llama-2-70b-hf,7253,1.0
meta-llama__Llama-2-70b-hf,7254,1.0
meta-llama__Llama-2-70b-hf,7255,1.0
meta-llama__Llama-2-70b-hf,7256,0.0
meta-llama__Llama-2-70b-hf,7257,1.0
meta-llama__Llama-2-70b-hf,7258,1.0
meta-llama__Llama-2-70b-hf,7259,1.0
meta-llama__Llama-2-70b-hf,7260,1.0
meta-llama__Llama-2-70b-hf,7261,1.0
meta-llama__Llama-2-70b-hf,7262,1.0
meta-llama__Llama-2-70b-hf,7263,1.0
meta-llama__Llama-2-70b-hf,7264,0.0
meta-llama__Llama-2-70b-hf,7265,0.0
meta-llama__Llama-2-70b-hf,7266,1.0
meta-llama__Llama-2-70b-hf,7267,1.0
meta-llama__Llama-2-70b-hf,7268,1.0
meta-llama__Llama-2-70b-hf,7269,1.0
meta-llama__Llama-2-70b-hf,7270,1.0
meta-llama__Llama-2-70b-hf,7271,1.0
meta-llama__Llama-2-70b-hf,7272,1.0
meta-llama__Llama-2-70b-hf,7273,0.0
meta-llama__Llama-2-70b-hf,7274,1.0
meta-llama__Llama-2-70b-hf,7275,1.0
meta-llama__Llama-2-70b-hf,7276,1.0
meta-llama__Llama-2-70b-hf,7277,1.0
meta-llama__Llama-2-70b-hf,7278,1.0
meta-llama__Llama-2-70b-hf,7279,0.0
meta-llama__Llama-2-70b-hf,7280,1.0
meta-llama__Llama-2-70b-hf,7281,1.0
meta-llama__Llama-2-70b-hf,7282,1.0
meta-llama__Llama-2-70b-hf,7283,1.0
meta-llama__Llama-2-70b-hf,7284,1.0
meta-llama__Llama-2-70b-hf,7285,1.0
meta-llama__Llama-2-70b-hf,7286,1.0
meta-llama__Llama-2-70b-hf,7287,1.0
meta-llama__Llama-2-70b-hf,7288,1.0
meta-llama__Llama-2-70b-hf,7289,1.0
meta-llama__Llama-2-70b-hf,7290,1.0
meta-llama__Llama-2-70b-hf,7291,1.0
meta-llama__Llama-2-70b-hf,7292,1.0
meta-llama__Llama-2-70b-hf,7293,1.0
meta-llama__Llama-2-70b-hf,7294,1.0
meta-llama__Llama-2-70b-hf,7295,1.0
meta-llama__Llama-2-70b-hf,7296,0.0
meta-llama__Llama-2-70b-hf,7297,1.0
meta-llama__Llama-2-70b-hf,7298,0.0
meta-llama__Llama-2-70b-hf,7299,1.0
meta-llama__Llama-2-70b-hf,7300,1.0
meta-llama__Llama-2-70b-hf,7301,1.0
meta-llama__Llama-2-70b-hf,7302,1.0
meta-llama__Llama-2-70b-hf,7303,1.0
meta-llama__Llama-2-70b-hf,7304,1.0
meta-llama__Llama-2-70b-hf,7305,1.0
meta-llama__Llama-2-70b-hf,7306,0.0
meta-llama__Llama-2-70b-hf,7307,0.0
meta-llama__Llama-2-70b-hf,7308,0.0
meta-llama__Llama-2-70b-hf,7309,1.0
meta-llama__Llama-2-70b-hf,7310,1.0
meta-llama__Llama-2-70b-hf,7311,1.0
meta-llama__Llama-2-70b-hf,7312,1.0
meta-llama__Llama-2-70b-hf,7313,1.0
meta-llama__Llama-2-70b-hf,7314,1.0
meta-llama__Llama-2-70b-hf,7315,1.0
meta-llama__Llama-2-70b-hf,7316,1.0
meta-llama__Llama-2-70b-hf,7317,1.0
meta-llama__Llama-2-70b-hf,7318,1.0
meta-llama__Llama-2-70b-hf,7319,0.0
meta-llama__Llama-2-70b-hf,7320,1.0
meta-llama__Llama-2-70b-hf,7321,1.0
meta-llama__Llama-2-70b-hf,7322,1.0
meta-llama__Llama-2-70b-hf,7323,1.0
meta-llama__Llama-2-70b-hf,7324,1.0
meta-llama__Llama-2-70b-hf,7325,1.0
meta-llama__Llama-2-70b-hf,7326,0.0
meta-llama__Llama-2-70b-hf,7327,1.0
meta-llama__Llama-2-70b-hf,7328,1.0
meta-llama__Llama-2-70b-hf,7329,1.0
meta-llama__Llama-2-70b-hf,7330,1.0
meta-llama__Llama-2-70b-hf,7331,1.0
meta-llama__Llama-2-70b-hf,7332,1.0
meta-llama__Llama-2-70b-hf,7333,1.0
meta-llama__Llama-2-70b-hf,7334,1.0
meta-llama__Llama-2-70b-hf,7335,1.0
meta-llama__Llama-2-70b-hf,7336,1.0
meta-llama__Llama-2-70b-hf,7337,1.0
meta-llama__Llama-2-70b-hf,7338,1.0
meta-llama__Llama-2-70b-hf,7339,0.0
meta-llama__Llama-2-70b-hf,7340,0.0
meta-llama__Llama-2-70b-hf,7341,0.0
meta-llama__Llama-2-70b-hf,7342,1.0
meta-llama__Llama-2-70b-hf,7343,1.0
meta-llama__Llama-2-70b-hf,7344,0.0
meta-llama__Llama-2-70b-hf,7345,1.0
meta-llama__Llama-2-70b-hf,7346,1.0
meta-llama__Llama-2-70b-hf,7347,1.0
meta-llama__Llama-2-70b-hf,7348,1.0
meta-llama__Llama-2-70b-hf,7349,1.0
meta-llama__Llama-2-70b-hf,7350,1.0
meta-llama__Llama-2-70b-hf,7351,1.0
meta-llama__Llama-2-70b-hf,7352,1.0
meta-llama__Llama-2-70b-hf,7353,1.0
meta-llama__Llama-2-70b-hf,7354,1.0
meta-llama__Llama-2-70b-hf,7355,1.0
meta-llama__Llama-2-70b-hf,7356,1.0
meta-llama__Llama-2-70b-hf,7357,1.0
meta-llama__Llama-2-70b-hf,7358,0.0
meta-llama__Llama-2-70b-hf,7359,1.0
meta-llama__Llama-2-70b-hf,7360,1.0
meta-llama__Llama-2-70b-hf,7361,1.0
meta-llama__Llama-2-70b-hf,7362,1.0
meta-llama__Llama-2-70b-hf,7363,1.0
meta-llama__Llama-2-70b-hf,7364,1.0
meta-llama__Llama-2-70b-hf,7365,1.0
meta-llama__Llama-2-70b-hf,7366,1.0
meta-llama__Llama-2-70b-hf,7367,1.0
meta-llama__Llama-2-70b-hf,7368,1.0
meta-llama__Llama-2-70b-hf,7369,1.0
meta-llama__Llama-2-70b-hf,7370,1.0
meta-llama__Llama-2-70b-hf,7371,1.0
meta-llama__Llama-2-70b-hf,7372,1.0
meta-llama__Llama-2-70b-hf,7373,1.0
meta-llama__Llama-2-70b-hf,7374,1.0
meta-llama__Llama-2-70b-hf,7375,1.0
meta-llama__Llama-2-70b-hf,7376,0.0
meta-llama__Llama-2-70b-hf,7377,1.0
meta-llama__Llama-2-70b-hf,7378,1.0
meta-llama__Llama-2-70b-hf,7379,1.0
meta-llama__Llama-2-70b-hf,7380,1.0
meta-llama__Llama-2-70b-hf,7381,0.0
meta-llama__Llama-2-70b-hf,7382,0.0
meta-llama__Llama-2-70b-hf,7383,1.0
meta-llama__Llama-2-70b-hf,7384,0.0
meta-llama__Llama-2-70b-hf,7385,1.0
meta-llama__Llama-2-70b-hf,7386,1.0
meta-llama__Llama-2-70b-hf,7387,1.0
meta-llama__Llama-2-70b-hf,7388,1.0
meta-llama__Llama-2-70b-hf,7389,1.0
meta-llama__Llama-2-70b-hf,7390,1.0
meta-llama__Llama-2-70b-hf,7391,1.0
meta-llama__Llama-2-70b-hf,7392,1.0
meta-llama__Llama-2-70b-hf,7393,1.0
meta-llama__Llama-2-70b-hf,7394,1.0
meta-llama__Llama-2-70b-hf,7395,1.0
meta-llama__Llama-2-70b-hf,7396,1.0
meta-llama__Llama-2-70b-hf,7397,0.0
meta-llama__Llama-2-70b-hf,7398,0.0
meta-llama__Llama-2-70b-hf,7399,1.0
meta-llama__Llama-2-70b-hf,7400,1.0
meta-llama__Llama-2-70b-hf,7401,1.0
meta-llama__Llama-2-70b-hf,7402,1.0
meta-llama__Llama-2-70b-hf,7403,1.0
meta-llama__Llama-2-70b-hf,7404,1.0
meta-llama__Llama-2-70b-hf,7405,0.0
meta-llama__Llama-2-70b-hf,7406,1.0
meta-llama__Llama-2-70b-hf,7407,1.0
meta-llama__Llama-2-70b-hf,7408,1.0
meta-llama__Llama-2-70b-hf,7409,1.0
meta-llama__Llama-2-70b-hf,7410,0.0
meta-llama__Llama-2-70b-hf,7411,1.0
meta-llama__Llama-2-70b-hf,7412,0.0
meta-llama__Llama-2-70b-hf,7413,0.0
meta-llama__Llama-2-70b-hf,7414,1.0
meta-llama__Llama-2-70b-hf,7415,1.0
meta-llama__Llama-2-70b-hf,7416,1.0
meta-llama__Llama-2-70b-hf,7417,1.0
meta-llama__Llama-2-70b-hf,7418,1.0
meta-llama__Llama-2-70b-hf,7419,1.0
meta-llama__Llama-2-70b-hf,7420,1.0
meta-llama__Llama-2-70b-hf,7421,1.0
meta-llama__Llama-2-70b-hf,7422,1.0
meta-llama__Llama-2-70b-hf,7423,1.0
meta-llama__Llama-2-70b-hf,7424,1.0
meta-llama__Llama-2-70b-hf,7425,1.0
meta-llama__Llama-2-70b-hf,7426,1.0
meta-llama__Llama-2-70b-hf,7427,1.0
meta-llama__Llama-2-70b-hf,7428,1.0
meta-llama__Llama-2-70b-hf,7429,1.0
meta-llama__Llama-2-70b-hf,7430,1.0
meta-llama__Llama-2-70b-hf,7431,1.0
meta-llama__Llama-2-70b-hf,7432,1.0
meta-llama__Llama-2-70b-hf,7433,1.0
meta-llama__Llama-2-70b-hf,7434,0.0
meta-llama__Llama-2-70b-hf,7435,1.0
meta-llama__Llama-2-70b-hf,7436,1.0
meta-llama__Llama-2-70b-hf,7437,1.0
meta-llama__Llama-2-70b-hf,7438,1.0
meta-llama__Llama-2-70b-hf,7439,1.0
meta-llama__Llama-2-70b-hf,7440,1.0
meta-llama__Llama-2-70b-hf,7441,1.0
meta-llama__Llama-2-70b-hf,7442,0.0
meta-llama__Llama-2-70b-hf,7443,1.0
meta-llama__Llama-2-70b-hf,7444,1.0
meta-llama__Llama-2-70b-hf,7445,1.0
meta-llama__Llama-2-70b-hf,7446,1.0
meta-llama__Llama-2-70b-hf,7447,1.0
meta-llama__Llama-2-70b-hf,7448,0.0
meta-llama__Llama-2-70b-hf,7449,0.0
meta-llama__Llama-2-70b-hf,7450,1.0
meta-llama__Llama-2-70b-hf,7451,1.0
meta-llama__Llama-2-70b-hf,7452,1.0
meta-llama__Llama-2-70b-hf,7453,1.0
meta-llama__Llama-2-70b-hf,7454,1.0
meta-llama__Llama-2-70b-hf,7455,1.0
meta-llama__Llama-2-70b-hf,7456,0.0
meta-llama__Llama-2-70b-hf,7457,1.0
meta-llama__Llama-2-70b-hf,7458,1.0
meta-llama__Llama-2-70b-hf,7459,1.0
meta-llama__Llama-2-70b-hf,7460,1.0
meta-llama__Llama-2-70b-hf,7461,1.0
meta-llama__Llama-2-70b-hf,7462,1.0
meta-llama__Llama-2-70b-hf,7463,1.0
meta-llama__Llama-2-70b-hf,7464,1.0
meta-llama__Llama-2-70b-hf,7465,0.0
meta-llama__Llama-2-70b-hf,7466,1.0
meta-llama__Llama-2-70b-hf,7467,1.0
meta-llama__Llama-2-70b-hf,7468,0.0
meta-llama__Llama-2-70b-hf,7469,1.0
meta-llama__Llama-2-70b-hf,7470,1.0
meta-llama__Llama-2-70b-hf,7471,1.0
meta-llama__Llama-2-70b-hf,7472,1.0
meta-llama__Llama-2-70b-hf,7473,1.0
meta-llama__Llama-2-70b-hf,7474,1.0
meta-llama__Llama-2-70b-hf,7475,0.0
meta-llama__Llama-2-70b-hf,7476,1.0
meta-llama__Llama-2-70b-hf,7477,0.0
meta-llama__Llama-2-70b-hf,7478,1.0
meta-llama__Llama-2-70b-hf,7479,0.0
meta-llama__Llama-2-70b-hf,7480,1.0
meta-llama__Llama-2-70b-hf,7481,1.0
meta-llama__Llama-2-70b-hf,7482,1.0
meta-llama__Llama-2-70b-hf,7483,1.0
meta-llama__Llama-2-70b-hf,7484,1.0
meta-llama__Llama-2-70b-hf,7485,1.0
meta-llama__Llama-2-70b-hf,7486,0.0
meta-llama__Llama-2-70b-hf,7487,1.0
meta-llama__Llama-2-70b-hf,7488,1.0
meta-llama__Llama-2-70b-hf,7489,1.0
meta-llama__Llama-2-70b-hf,7490,1.0
meta-llama__Llama-2-70b-hf,7491,1.0
meta-llama__Llama-2-70b-hf,7492,1.0
meta-llama__Llama-2-70b-hf,7493,1.0
meta-llama__Llama-2-70b-hf,7494,1.0
meta-llama__Llama-2-70b-hf,7495,1.0
meta-llama__Llama-2-70b-hf,7496,1.0
meta-llama__Llama-2-70b-hf,7497,1.0
meta-llama__Llama-2-70b-hf,7498,1.0
meta-llama__Llama-2-70b-hf,7499,0.0
meta-llama__Llama-2-70b-hf,7500,1.0
meta-llama__Llama-2-70b-hf,7501,1.0
meta-llama__Llama-2-70b-hf,7502,1.0
meta-llama__Llama-2-70b-hf,7503,1.0
meta-llama__Llama-2-70b-hf,7504,0.0
meta-llama__Llama-2-70b-hf,7505,1.0
meta-llama__Llama-2-70b-hf,7506,1.0
meta-llama__Llama-2-70b-hf,7507,1.0
meta-llama__Llama-2-70b-hf,7508,1.0
meta-llama__Llama-2-70b-hf,7509,1.0
meta-llama__Llama-2-70b-hf,7510,0.0
meta-llama__Llama-2-70b-hf,7511,0.0
meta-llama__Llama-2-70b-hf,7512,1.0
meta-llama__Llama-2-70b-hf,7513,1.0
meta-llama__Llama-2-70b-hf,7514,1.0
meta-llama__Llama-2-70b-hf,7515,1.0
meta-llama__Llama-2-70b-hf,7516,1.0
meta-llama__Llama-2-70b-hf,7517,1.0
meta-llama__Llama-2-70b-hf,7518,1.0
meta-llama__Llama-2-70b-hf,7519,1.0
meta-llama__Llama-2-70b-hf,7520,1.0
meta-llama__Llama-2-70b-hf,7521,1.0
meta-llama__Llama-2-70b-hf,7522,1.0
meta-llama__Llama-2-70b-hf,7523,0.0
meta-llama__Llama-2-70b-hf,7524,0.0
meta-llama__Llama-2-70b-hf,7525,1.0
meta-llama__Llama-2-70b-hf,7526,1.0
meta-llama__Llama-2-70b-hf,7527,1.0
meta-llama__Llama-2-70b-hf,7528,1.0
meta-llama__Llama-2-70b-hf,7529,1.0
meta-llama__Llama-2-70b-hf,7530,1.0
meta-llama__Llama-2-70b-hf,7531,1.0
meta-llama__Llama-2-70b-hf,7532,1.0
meta-llama__Llama-2-70b-hf,7533,0.0
meta-llama__Llama-2-70b-hf,7534,1.0
meta-llama__Llama-2-70b-hf,7535,1.0
meta-llama__Llama-2-70b-hf,7536,1.0
meta-llama__Llama-2-70b-hf,7537,1.0
meta-llama__Llama-2-70b-hf,7538,1.0
meta-llama__Llama-2-70b-hf,7539,0.0
meta-llama__Llama-2-70b-hf,7540,1.0
meta-llama__Llama-2-70b-hf,7541,1.0
meta-llama__Llama-2-70b-hf,7542,1.0
meta-llama__Llama-2-70b-hf,7543,1.0
meta-llama__Llama-2-70b-hf,7544,1.0
meta-llama__Llama-2-70b-hf,7545,1.0
meta-llama__Llama-2-70b-hf,7546,1.0
meta-llama__Llama-2-70b-hf,7547,1.0
meta-llama__Llama-2-70b-hf,7548,1.0
meta-llama__Llama-2-70b-hf,7549,1.0
meta-llama__Llama-2-70b-hf,7550,1.0
meta-llama__Llama-2-70b-hf,7551,1.0
meta-llama__Llama-2-70b-hf,7552,0.0
meta-llama__Llama-2-70b-hf,7553,1.0
meta-llama__Llama-2-70b-hf,7554,1.0
meta-llama__Llama-2-70b-hf,7555,1.0
meta-llama__Llama-2-70b-hf,7556,1.0
meta-llama__Llama-2-70b-hf,7557,1.0
meta-llama__Llama-2-70b-hf,7558,1.0
meta-llama__Llama-2-70b-hf,7559,1.0
meta-llama__Llama-2-70b-hf,7560,1.0
meta-llama__Llama-2-70b-hf,7561,1.0
meta-llama__Llama-2-70b-hf,7562,1.0
meta-llama__Llama-2-70b-hf,7563,1.0
meta-llama__Llama-2-70b-hf,7564,1.0
meta-llama__Llama-2-70b-hf,7565,1.0
meta-llama__Llama-2-70b-hf,7566,0.0
meta-llama__Llama-2-70b-hf,7567,1.0
meta-llama__Llama-2-70b-hf,7568,1.0
meta-llama__Llama-2-70b-hf,7569,1.0
meta-llama__Llama-2-70b-hf,7570,1.0
meta-llama__Llama-2-70b-hf,7571,1.0
meta-llama__Llama-2-70b-hf,7572,1.0
meta-llama__Llama-2-70b-hf,7573,1.0
meta-llama__Llama-2-70b-hf,7574,1.0
meta-llama__Llama-2-70b-hf,7575,1.0
meta-llama__Llama-2-70b-hf,7576,1.0
meta-llama__Llama-2-70b-hf,7577,1.0
meta-llama__Llama-2-70b-hf,7578,1.0
meta-llama__Llama-2-70b-hf,7579,1.0
meta-llama__Llama-2-70b-hf,7580,1.0
meta-llama__Llama-2-70b-hf,7581,1.0
meta-llama__Llama-2-70b-hf,7582,0.0
meta-llama__Llama-2-70b-hf,7583,1.0
meta-llama__Llama-2-70b-hf,7584,1.0
meta-llama__Llama-2-70b-hf,7585,0.0
meta-llama__Llama-2-70b-hf,7586,1.0
meta-llama__Llama-2-70b-hf,7587,0.0
meta-llama__Llama-2-70b-hf,7588,1.0
